text,tweet_id
Anti-racist activist Tim Wise: Here's what I'd tell the Covington Catholic boys https://t.co/08dqLlH0tS,1089989616810250200
"“Conservative” Never-Trumpers Who Piled On Covington Kids Just Got A Taste of Their Own Medicine”
https://t.co/LUMh6ahPKZ",1089273828033802200
@eddiebravo @BellatorMMA You’re the best guest joe ever has on! Bring up the MSM coverage of the Covington kids. Can’t wait to hear Joe and Callens excuses,1089220142716907500
"White victimology, white privilege and the Covington Catholic rules of race https://t.co/PyXa9j0eNI",1.0888438425125519e+018
"@realDailyWire See the thing is that #Covington  exposed  the press and the crazy left.  Press did not hate the hates the 14 yr old boys were wearing.   THE PRESS HATED THE BOYS.  Think about that.  THEY hated the boys.  THEY enjoyed watching, participating in attacking children",1088856301822791700
#CovingtonBoys #CovingtonCatholic #Covington https://t.co/Yq0ANJIvJG,1089550529980653600
https://t.co/ktGizrqrVy,1089180127618089e3
BREAKING: . Covington bishop apologizes to pro-life students: ‘we…allowed ourselves to be bullied’ | News | LifeSite https://t.co/6fYWT2ZDVL,1089150165280346100
Nathan Phillips’s Legacy Continues: High School Teacher Doxxes Covington Student as ‘Hitler Youth’ https://t.co/Ar9D7ZU5Jn,1088971213001523200
"Attorney Robert Barnes Lists Members of Media, Hollywood Elites Who Will be Sued by Covington Students (VIDEO) https://t.co/yUGSQvef74 via @gatewaypundit",1089586041919545300
What the Covington High School Incident Tells Us About America https://t.co/3f6seo5FON,1091125397595586600
"Everyone can be manipulated (even me as I sadly found out) #NewsPicks 
#NewsGang #headlinenews (and by the #Democrats for this instance) #CovingtonCatholicHighSchool #FoxNews 
Timeline: How the Covington Hate Hoax Spread on Social Media 
https://t.co/WxK4spj6vy https://t.co/DsUlDzmAB1",1088822843356467200
Gutfeld on the Covington Catholic students: The teens became this week's media-approved evil - Fox News https://t.co/5awQ2mb9En,1089503421613424600
"@Willie700WLW Willie, you need to watch this video of @uofcincy students who would not disavow the death threats against the Covington Catholic kids. Disgusting what is going on at college campuses. Multiple calls for violence https://t.co/9llACXYMKx",1090445325570097200
"@The_Jim24 @Prefontaine68 @JamesHasson20 @BrittMcHenry @davidhogg111 There are numerous sources out there.  If you were interested in the truth, you’d have done a simple google search.  Here’s another source regarding movie producer who wanted to feed the teens into a wood chipper
https://t.co/OMoAs5K2yi",1089207239452385300
"FreeRepublic:  BuzzFeed, Covington and the Media&amp;#x92;s Self-Inflicted Wounds https://t.co/FrQmLoW0yG",1089345766886322200
"@WayneDupreeShow What do the Covington boys have to do with real talk? Considering issues pressing, how is this papercut a priority?",1088825053607649300
Opinion | Time to take on the Covington ‘smirk’ https://t.co/557vl3707U,1088911214988664800
@oliverdarcy Probably same thing you guys did about Covington story,1089592415390969900
"Also to blame is media that went along w/that judgment, like they did w/the Covington boys, but w/worse consequences. Progressives &amp; media need to care more about consequences of their hateful, biased goals. Do they think condoning violence is OK if it's against their enemies?",1090626005285380100
"@TheKevinLewis Really, this is why? Not the Covington fiasco, not the whole Buzzfeed fake story, but this? You sure about that?",1090413502135713800
"My thoughts on Covington, part 1: Nothing justifies what the Covington students did https://t.co/LiF1e6IHQp",1089206078909214700
Some people need to apologize to the #CovingtonBoys https://t.co/81C79BovhZ,1089301133787422700
"@Gorange323 @maggieNYT Nancy Preston, shame on you for your despicable attempt to make life difficult for the Covington boys who were the innocent victims of obscene verbal attacks from Black racists and who were then aggressed against by Indians who flung drum banging and insults.",1090034206153990100
CNN's 'Information Warfare Expert' Duped by Twitter Bot Pushing Dubious MAGA Hat Teen Vid https://t.co/mmqmHtnnzy #Trending via @pjmedia_com,1088913462514704400
It wasn't just left-media who joined in the Buzzfeed and Covington misreporting https://t.co/Y8zOpigIIP,1089733820117594100
Man Booted From School Board Meeting For Naming Teacher Who Called Covington Boys ‘Hitler Youth’ https://t.co/1prD2b5K4a via @dailycaller,1088948196569686e3
@realDonaldTrump I’m going to go to the Covington Catholic high school and the Diocese of Covington Chancery to make people smile with my dancing! 😊🇺🇸🕺🏻🤩 #MakeAmericaSmileAgain,1089124227905654800
Leftist Congresswoman could be hit with libel suit over false claims about Covington teens https://t.co/f843i0KFTd https://t.co/outKq9tBg5,1090286036511526900
Exclusive – Donald Trump Jr.: Covington Catholic Hoax Shows Who the Real Target of Fake News Truly Is | Breitbart https://t.co/CTEmWrZIjx via @BreitbartNews,1088848261354582e3
"@LevelTenTude @ScottAdamsSays The  bill, and all the hysteria is another issue.  I do not support the gov, or his bill.  I am overjoyed that it was defeated.. but, as Scott has pointed out,, the hysteria has weird parallels to Covington...which he will address.. soon.",1090980304398045200
Covington Student #NicholasSandmann Hires Attorney to Sue Media #MediaCovingtonCatholicHighSchool #attorney https://t.co/ueSnNw3IM3 https://t.co/zAMsbSKv9w,1088928832864817200
"I live in Covington, with many friends of various backgrounds and races. I’m heartbroken by your story. When will it change?  Thank you for sharing. https://t.co/p5cG28uY6h",1.0895082622554481e+018
"Covington Kids’ Attorney Details the People Who Now May Be Sued, and It's Terrific - Young Conservatives https://t.co/FiMMVnqIe5",1090054717554741200
"Gutfeld on the Covington Catholic students: The teens became this week's media-approved evil

https://t.co/RjJwrrDdRf",1089554469707075600
"People need to wait before overreacting to the news. @AnnCoulter

Did  they learn nothing from Covington? These are tests, and y'all keep failing.",1088998458994745300
"Kathy Griffin, Ilhan Omar Panic - Retract Statements About Covington Teens After Robert Barnes Threatens Libel Lawsuit https://t.co/DoosWnssAs via @gatewaypundit",1089670877279604700
"Good. He needed to.

JUST IN: Bishop Roger Foys Apologizes to Nick Sandmann, Covington Catholic Families - Letter Included https://t.co/etjubjRhUX",1088924104835715100
@pritt4thepeople I have personally talked to 7 never trumpers who have vowed to vote for him in 2020 in the last 3 wks...fake news will ALWAYS be fake news! 🤷🏻‍♀️the shutdown &amp; bs coverage on the Covington kids woke a lot of sleepers &amp; mama bears AND they’re cracking down of voter fraud. #landslide,1089400779994103800
Taken from https://t.co/J5fJ9Rx5oE,1088835173540679700
Michelle Malkin BLASTS Liberal Media's Reprehensible Covington Coverage - Gives Shout Out to Gateway Pundit Writers (VIDEO) https://t.co/Q2fVxk1EcD via @gatewaypundit,1088859773783572500
"Congrats to Bill Sanderson who was named President of Urban Community Developers, a nonprofit dedicated to “building/selling homes of enduring quality on infill lots that will invite existing residents and new neighbors to make Covington &amp; the River Cities their lifelong home.” https://t.co/MRpXjwvbyv",1090328003094171600
Student at Covington Catholic – Whose Students Mocked a Native American – Accused of Rape https://t.co/PlYKkBjOfR,1089112305512693800
"Most of you ""conservative pundits""showed your asses with Covington last week, now more https://t.co/Qgr7EqfKjh more weak ass apologies in 3 weeks?",1088985121963810800
@DineshDSouza @orangebass Maybe if he says he went to Covington Catholic he can just apologize.,1088834491295166500
@SarahPalinUSA https://t.co/6ToaBfL4vB,1089555720247271400
"""I Don't Really Care"" - University of Cincinnati Student Supports Death Threats of Covington Catholic Boys (VIDEO) https://t.co/sxzL3PZLe6 via @gatewaypundit",1089317077146632200
Bishop Foy Apologizes for Being ‘Bullied’ into ‘Premature Statement’ on Covington Incident https://t.co/n166l9YGBB via @BreitbartNews,1089310239864877e3
"So interesting that things didn't happen at all the way the media portrayed them:  Statement of Nick Sandmann, Covington Catholic High School junior, regarding incident at the Lincoln Memorial @CNN https://t.co/u70vgtpuQd",1089203904850448400
"@DJMiniMart1 @NaldrettPat You tried 😂
https://t.co/3S5qKmDL6b",1089244898467987500
"@BradEssex @DLoesch Covington HS families have an attorney to sue anyone in high profile positions for libel &amp; slander! If I were you I would join in with him @Barnes_Law !  Also, @jeannemfl the Pro-Life March President needs to apologize widely &amp; publicly cause she condemned our boys in public! https://t.co/Nxkkr3KVMR",1088846385947045900
"Sounds like when a hoax hate crime is revealed: ""Oh, but it's STILL a 'teachable moment!!'"" https://t.co/nPQiF9faSL via @collegefix",1090364852311388200
"@CaroleRadziwill @KelliShawn71 @thenation Also note that when the Hebrew Israelites were yelling homophobic things, the Covington boys actually booed them.",1088902885906235400
"@CNN @AprilDRyan when people show you who they are, believe them 
https://t.co/hiuTgnlfGr",1089166449468366800
"White victimology, white privilege and the Covington Catholic rules of race - https://t.co/8d2KfNFDne",1088863072834519e3
"@kathygriffin Whoa... and those tweets by you about those fine boys from Covington Catholic, were they tolerant? inclusive? You sure took them down in a hurry when they lawyered up.... tic tock Kathy, tic tock",1091345467227754500
Salon writer says denying that Covington students harassed Native American upholds white supremacy - Fox News https://t.co/DQ4XFskgvt via @GoogleNews,1090357210826395600
We miss Robert Covington,1091196529933774800
@palijar @thecjpearson @StudentsforLife @sarahbraasch1 @Floridamommy06 : Thank you for the RT on Yale student @sarahbraasch1 . We want to get her story out there due to the damage done to her life and also to show that pushing false narratives and inciting mobs on innocent people happened even before Covington. Pls read her feed. TY.,1088962959022293e3
"@MDSmith1824 @NicholasFerroni @CoryBooker Yeah I agree that tax payer money shouldn’t be given to private institutions unless they are government aided
But the problem with Covington school should be addressed in a proper way! Not all catholic schools are like that
There is a place for people who allow such acts to occur",1091471740415311900
Parkland survivor David Hogg sees double standard in defense of Covington Catholic students - NY Daily News https://t.co/eDzGtD4Yib,1088965034519248900
"SCOOP: 'Defamation Dream Team' of Five Law Firms Assembling to Take on Journalists, Media Outlets, and Celebrities Who Attacked Covington Kids https://t.co/QPtkH8KbAp via @gatewaypundit",1088843837106208800
Covington https://t.co/uw42s2I6JB,1090848838175346700
"Tomorrow, we begin celebrating African American History Month. Follow #CovBlackHistory to learn about the achievements of our lawyers and Covington’s actions to promote equality. https://t.co/q5RzvFCqTH",1091018575790383100
@SocialPowerOne1 I'm okay with Covington High holding outside classes until April.,1090847084964540400
"NBC: Forget Facts, Missing ‘Context’ on Covington is MAGA Hats=Racism https://t.co/nuKEo2eFSC",1088926636580487200
Joy Behar on Why Liberals Made ‘Snap Judgments’ About the Covington Kids: ‘Cause We’re Desperate to Get Trump Out of Office’ https://t.co/90D2l6jsfT,1088820587944923100
"@AOC Something Democrats should recite and learn from. The verbal abuse, false accusations, mob mentality and hate frenzy towards the Covington Boys speaks volumes of their actions.",1089637782409089e3
"More info on the group that seem to have been the catalyst of the #Covington #Catholic students confrontation with the Native #American Elder.
It's an interesting and teachable moment, important to go into more depth

https://t.co/9r1rbsLSQc https://t.co/u3Ig7wlMhF",1089649004219170800
"(The idea of having those spines poking into the interior of one's throat and digestive system is … horrifying.)

Being a man is hard, isn't it? So much bravery to prove, so little time. Right, Covington Catholic little MAGA men? /2",1089174352258584600
Kentucky Catholic Bishop: Trump's MAGA Hats Are Not 'Pro-Life' https://t.co/w3YJOOZxk5,1089004392462905300
@blaubaugh @politico Covington the all white kid group starring at the native American.,1091367684703506400
How to Escape Pseudo-Events in America: The Lessons of Covington https://t.co/E013jqkFze,1089892286211739600
How the Covington Catholic firestorm reinforced America's divisions https://t.co/gIFX26wTm6,1089319747701870600
"@NCRegister I am hoping that people will not rush to judgement and take into consideration that this ""Allegation"" was made on Twitter...
Hopefully we all learned something from the students from Covington KY...
Let's let the facts present themselves...and Pray this isn't true...✝",1090763713412558800
@GeorgeTakei @AmyFeld you still believe the Covington boys were guilty?  Are you high?   have fun with your lifelong pink p#ussy existence!  Looks like fun!,1091372559336202200
"Identifying facts is getting harder. The challenge to all of us is what can we do to avoid falling prey to disinformation? Check out Tanenbaum's Combating Extremism Campaign to learn 5 ways to use your brain to conquer #fakenews!
https://t.co/BlgcwR2ze2 https://t.co/aHvF8JaP0f",1089157295198613500
https://t.co/5t4aFTUqim This week in retracted news stories via #TheLateGreatShow @therealaaronmon,1088878921372889100
This man is a disgrace and needs to be removed from ever being on air again. @Barnes_Law @LLinWood please sue his sorry ass. #Covington #CovingtonBoys #Standwithcovington https://t.co/mjd79yrKtJ,1089171373631524900
"You get to wear whatever the hell you want, withing reason, you  get to stand in a place and have the right not to be accosted and provoked by some lying liberal douche who invades your space with the intent of provoking you.   ""Covington Bishop""",1089329381028302800
@TriaRyder @Barnes_Law Why would I waste my time? Those Covington kids showed us all who they are. Hopefully it will follow them for the rest of their lives. It’s what they deserve.,1090709021122854900
"Jazmine Barnes, Covington Catholic are just two cases where a hate crime narrative setup where none existed.  I’m very skeptical about #JussieSmollet but when the investigation is complete my skepticism will be confirmed or allayed. I’m done tweeting about it until then",1091133865987661800
March for Life apologizes to Covington Catholic teens for 'rush to judgment https://t.co/kzGT1jEe1t via @washtimes,1090046416154554400
Man Booted From School Board Meeting For Naming Teacher Who Called Covington Boys ‘Hitler Youth’ https://t.co/0WdB0eLVLZ,1089166666020335600
Covington Student Nicholas Sandmann Hires Attorney to Sue Media https://t.co/TrHJQBHugI,1089379787259502600
@paulsperry_ Some of the liars of Covington got pink slips yesterday 👏🏻👏🏻👏🏻 https://t.co/9BKrgf4TpD,1089271334021009400
"@Alyssa_Milano @RealJamesWoods He is saying speak, but for a sustained search and destroy where you actually cause unjustifiable harn, like what y'all did to the railroaded Covington boys, will lead to a massive backlash.",1089061165127295e3
"Attorney Robert Barnes Lists Members Of Media, Hollywood Elites Who Will Be Sued By Covington Students (Video) https://t.co/qQ6nJY15c0",1089932062361088e3
"WATCH: HEATHEN Bill Maher Attack Covington Catholic Students In Disgusting Tirade, ‘Jokes’ About Pedophilia - https://t.co/UNnZXOrIab",1090518664455979e3
"Large Newspaper Publisher Runs Huge 8-Panel, Color Comic Attacking Covington Kids https://t.co/lNO3PIySfd",1090188046987739100
@George_Norrath @jambu2525 @YahooSportsNFL This kid has a future at Covington for sure - hater already. 😂,1088946659801919500
"Yet death threats against Trump and death threats against Nick and his fellow Covington High School students are A-OK.

Leftist #DoubleStandards in action. https://t.co/CKkzEIjjqa",1089945066548777e3
"It's a long read, but definitely worthwhile to give fresh perspective on the Covington boys, the native American, the Black Hebrew Israelites, and the confrontation.... https://t.co/WYKd6kIBHc",1090428768873861100
https://t.co/UBRcxnRgLt,1090645896822509600
"@Cernovich He dropped the ball on Covington even before today’s announcement. That said, it’s not over yet. Today was a Mitch McConnell move.",1088895760127742e3
"@HashTagFuckGod Here's why Covington (across from Cinci) is aka..
Sin City, Crackers Fuckin l'll Boys Kintucky..Yee Haw ha. https://t.co/hiYg8C7VCC",1089051277621977100
"Maher Trashes 'Prick,' 'Smirkface' Covington Kid w 'S***-Eating Grin' https://t.co/hTlquvZkqq",1089921514802237400
"JOHN HAWKINS: Long Term, How Do We Live With the Sorts of People Smearing Covington Catholic Teen Ni… https://t.co/5ygJhXiov2",1089363800707473400
Portraying the MAGA teens as victims is an extension of Native American erasure https://t.co/fHo0cuyNvx by @nick_w_estes,1089267522266902500
https://t.co/acwAaVVhdm,1089875527266115600
Bishop Foys Apologizes for Being ‘Bullied’ into ‘Premature Statement’ on Covington Incident https://t.co/rAbpaGdKkO via @BreitbartNews,1089412015821676500
The Disgraceful Priest Who Threw Covington HS Kid Under The Bus Is Now ‘SORRY’ - Do You Buy It? https://t.co/fE3maIRluz via @Doug_Giles,1089598036832145400
Technically speaking lawyers from Covington Virginia to Richmond Virginia have seen me standing beside people for 30 years. What in the name of God are you people thinking? https://t.co/EUnETaKK1M,1091067261929041900
Covington Catholic kids defend wearing blackface on Fox News: 'It’s just showing school spirit' https://t.co/32dM9mlc5x.   How is anyone defending these people?,1088828162471952400
"KY prosecutor: Investigations, subpoenas against those who threatened Covington kids ‘already underway’ Conservative News Today https://t.co/AnIcaB5EEg",1088980995720785900
@JackPosobiec @realDonaldTrump Covington who? Move on,1091332318915121200
"Covington Kids’ Attorney Lists Potential Libel Lawsuit Targets, and It’s Fantastic - https://t.co/kDWh3v412w",1090182696641458200
"@RawStory So people that rely on and/or wait for facts are far-right extremists?  Good luck with your narrative, I hope this one works out better than Covington.",1.0906979328216719e+018
@chuckwoolery Sir can you do a story about Tyrus from the Greg Gutfeld show? He's a rising star on FOX and was outright racist against the kids from covington last night and spewed white priv later. Watch GG show from last night please. Unfair.,1089504291151175700
"That's the Left for ya!

Bishop: I Was ‘Bullied’ into Making Statement About MAGA Boys | Breitbart https://t.co/M0LWxdkrSD via @BreitbartNews",1089261859818139600
@JimAlmagno @NBC10_Bill These folks probably spent serious time defending the Covington brats while giving not a moment’s thought to an 8-year old immigrant dying in US custody on Christ’s birthday last month.,1090426024809111600
"He will rape again. He needs A LONG prison sentence and chemical castration
Former Covington Catholic basketball player indicted on rape, sodomy charges https://t.co/ubGtc5iOK9",1091132960525484e3
"@GregoryMcKelvey @realDonaldTrump I don’t mind if you did not want to go to Vietnam, just don’t say you were there when you were not

#StolenValor #FakeNews #Covington https://t.co/egJZwW19Tl",1090081425720655900
"“The young man’s cavalier statement about genocide and dispossession is the voice of privilege in this country, speaking in unadulterated tones, unleashed by the self-described “winner,” Donald Trump.” https://t.co/Yl8UH4HZ7A",1088854018124701700
"It turns out Nathan Phillips, the man at the center of last weekend's viral video controversy, isn't a Vietnam veteran. https://t.co/U5VuJn3vfR",1088860556163993600
"@billmaher jumping on the character assassination bandwagon of the #Covington student, calling him a ""little prick,"" is balanced by his continuing infatuation with alt-right darling @AnnCoulter, who seems to reciprocate. Bill and Ann should get a room.

https://t.co/ZE94QboKZ2",1089203776890781700
"RT WSJ ""The media crowd beat unrecognizable and left for dead the reputations of a group of teenage schoolboys whose sole offense was that they were white, apparently Trump supporters and, best of all, Catholic, writes gerardtbaker https://t.co/1TVyCfOngT""",1089073887894257700
"Long Before the Covington Incident, Orwell Revealed the Truth about Hate  | Barry Brownstein https://t.co/NtxoukE6TU via @feeonline",1090661699814862800
@godblesstoto https://t.co/UsQZtGyt4x,1089538438767018e3
@HouseShoes Your a total ass. Takes a big man to threaten kids. I certainly hope you get a visit from the police and sued by the families of Covington Catholic  High. Your a total mental case.,1089186019147243500
"RT(@leslieanneVA)   
  
THAT’S the smirk we have been talking about! It’s been in the headlines in many forms... we know this smirk well. #privilegedbubble  #Covington #Kavanaugh #trump",1088829187761279e3
"“Covington was their Waterloo. Would they tell the truth about what happened, or would this dumbass junta parade their usual Maoist talking points? They went with the latter.”

https://t.co/jIasbQpnl8",1090591603717230600
"Indiana-Kentucky Indian Movement and Antifa Plan Tuesday Protest at Covington Catholic School Over Far Left Fake News Scandal https://t.co/bNIneg74f9 via @gatewaypundit

🚨They just can’t let it go..Covington group proven innocent and Indian group plus Black Israelites guilty🚨",1090379749736828900
"Here's democrat @GovernorVA , the infanticidal governor of VA in full black face with a klansman for good measure. Will the Covington hate mob attack? Yearbook content is fair game after Kavanaugh, sorry.

#RalphNortham 
#blackhistorymonth https://t.co/H0GfKrpOUf",1091418428320018400
"""Western society has moved steadily into Orwellian territory. When the first brief clip of Sandmann made the electronic rounds, Right-Thinking People joined together in making him the object of their Two Minutes Hate."" https://t.co/KjRJnF5S97 #Covington",1089891345320296400
".@conservmillen says it's ""disgusting,"" ""depraved,"" and ""twisted"" how the Covington kids have been treated by the Left.

“The crime that these kids committed… was being white, wearing a MAGA hat and marching for life.”

Watch more Allie ==&gt; https://t.co/LrIEVYtmT5 https://t.co/McKOJixT1Z",1089228980211904500
"Nutty Bill Maher Attacks 16-Year-Old Covington Catholic Student — ‘What A Little Pr*ck,’  'I do not get what Catholic priests see in these kids' 
https://t.co/o3jmGORwX0 via @dailycaller",1089278169981435900
Gutfeld on NBC's interview with #MAGA hat teen https://t.co/p4Mlkx55PJ via @YouTube #Covington,1089264180912369700
"Jan. 22, 2019 – Great episode from Sean Hannity's radio show, ""Who Is Apologizing To The Covington Kids?"" #StandWithCovington ... @SharylAttkisson guests and talk about her ever-growing list of media wrongs against @potus Trump: https://t.co/nL2x6XlfxD
#MAGA #p2 #tcot #ccot #tpot",1090391549035216900
"Great story about bubbles. 

How the Covington Catholic firestorm reinforced America’s divisions https://t.co/iE9NalEnbH via @NBCNews",1089120551455649800
"That’s the end of it, folks, the Bishop apologized. ❤️

BREAKING: Bishop apologizes to Covington students | Deacon Greg Kandra https://t.co/Bh1uzl2ts3",1089156289912033300
"To Be Clear:  The Covington Kid was trying not to smell the stench of the infection coming out of the drummer's mouth due to all of the rotten teeth!  
FACT:  The drummer had a chronic case of ZACKLY.  His breath smelled ZACKLY like his ass!  The Covington Kid was brave! https://t.co/T6M9C22v5o",1.0888989587206799e+018
"Paul Gigot on #FoxNews #JER just threw his hands up lamenting ""they hate people for who they are"" in connection with #Covington kids, which exactly sums up how Sikhs, Muslims and others feel at how they are treated",1089266721477873700
Covington Student Nicholas Sandmann and Family Hire Attorney to Sue Media for Libel https://t.co/WIhVRkgnRk via @BreitbartNews,1089240467856707600
Worth 5 minutes of reading. https://t.co/AMisZyFteQ,1089346037213470700
Tell the Pro-Life Covington Catholic Boys Bullied by the Media that You Support Them. Sign this Message. - TFP Student Action https://t.co/FdpPSdiDLN,1088933721422659600
"@mrsdianek It sounds to me that perhaps he wasn't quite grown up when that photo was done. You know, this is there perfect example of why the parents of the Covington kids needed less PR and more parenting, because stuff can come back at you!💛",1091484023908491300
I'll not hold my breath. https://t.co/MzBF5uOf2v  https://t.co/CPmhuFMlfd,1090327313491869700
Assessing the Covington Catholic Critics: a statement by Bill Donohue. https://t.co/PFXFqAsfd3,1089279730510110700
Support the Covington High School students. https://t.co/ohmZYZw2ka,1089311091090280400
Michelle Grissom Colorado school teacher who tried to smear THE WRONG KID for the Fake Covington Flap https://t.co/aGHizwNY42,1090295830324625400
"Collective punishment and collective guilt can descend on anyone, anytime. https://t.co/arIjrZ3aPw via Kevin Williamson https://t.co/neVGesUy94",1089999081865445400
"#resignations 
Covington, VA  Police Chief Anthony M. Morgan has resigned from his position, effective Feb. 8. https://t.co/ndSO3Ttvni",1090486903537844200
Bishop Apologizes for Being ‘Bullied’ into ‘Premature Statement‘ on Covington Incident https://t.co/p7YlNatSza via @BreitbartNews,1089206744465715200
"us coverage
up could
users catholic
union child
ultima chef
unusually city
unfounded covington
used cases",1089129832229883900
White-Washing White Supremacy: Media Rushes to Excuse Covington Catholic Students - https://t.co/hqgupl99NG https://t.co/OIC85JsB3S,1088928975848702e3
"“We cannot uncritically ally ourselves with someone with whom we share the policy goal of ending abortion,” Bishop John Stowe wrote. https://t.co/Ju3JZZ41sq via @HuffPostPol",1089192930127110100
How everyone who stay in covington not from covington?🤨 somebody lying.,1090711926257143800
"@w_terrence More #FakeNews = #Covington 2.0
@JussieSmollett = PU$$IESMOLDICK",1090696368790761500
"truely blessed with the best family around💞 thank you for making my 21st truely unforgettable! @ Covington, Kentucky https://t.co/wdwwJ3CfFn",1090347421845069800
Very worth a read.... Rene Girard &amp; The Covington Catholic Boys | The American Conservative https://t.co/29H9h7Tcha,1090065283132391400
“A version of white evangelicalism has bought into a theology of individual exceptionalism that is married to the capitalistic American dream...” A just released article from @ASISTASJOURNEY on the recent #NathanPhillips story: https://t.co/pEFfbzPTCU #missioalliance https://t.co/IGNROBY84D,1091376887648141300
"@Pink_About_it Smokescreen city! Thats what the Covington boys from Ky (where i am) was all about. Diversions.
RBG is the story. 
Theyre gonna end up spending a month at Ruthies.....",1089166433936920600
